"chr","pos","strand","Name","Probe_rs","Probe_maf","CpG_rs","CpG_maf","SBE_rs","SBE_maf","Islands_Name","Relation_to_Island","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group","Phantom","DMR","Enhancer","HMM_Island","Regulatory_Feature_Name","Regulatory_Feature_Group","DHS","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"cg04127044","chr10",47083355,"-","cg04127044",NA,NA,NA,NA,NA,NA,"chr10:47083341-47083633","Island","PPYR1","NM_005972","TSS200","","","TRUE","","","","",-0.862755275695619,-2.80519206927369,-5.10607863404204,6.79167541123327e-06,0.00499896778279917,3.70028431998074
"cg16370398","chr12",54448913,"+","cg16370398",NA,NA,NA,NA,NA,NA,"chr12:54447744-54448091","S_Shore","HOXC4;HOXC4","NM_153633;NM_014620","Body;Body","","CDMR","","12:52734917-52735181","","","",-1.52351745597209,-0.409123094030826,-5.10429401352067,6.83199083464667e-06,0.00501827335028598,3.69493463512391
"cg17432857","chr7",27184438,"-","cg17432857",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS1500","","","","7:27150952-27151569","7:27182652-27184498","Unclassified","",1.35269610790901,1.43528654865023,5.10231702795373,6.87692812546156e-06,0.00504088736636843,3.68900872525951
"cg09636302","chr12",96389483,"+","cg09636302",NA,NA,NA,NA,NA,NA,"chr12:96389405-96389675","Island","HAL","NM_002108","Body","","","","12:94913582-94913735","","","",-1.33922536571953,1.32380348695492,-5.10019415345294,6.92550686533142e-06,0.00506143936716272,3.68264601366413
"cg26247373","chr12",57655696,"+","cg26247373",NA,NA,NA,NA,NA,NA,"","OpenSea","R3HDM2","NM_014925","Body","","","TRUE","","","","",-0.493272169583644,2.25998840626036,-5.09985143160349,6.93338127180847e-06,0.00506143936716272,3.68161885046591
"cg03429644","chr2",9252446,"+","cg03429644",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","TRUE",-0.886136055750232,-0.852465268258323,-5.09751034038749,6.98740761193811e-06,0.00508842105696316,3.67460278074463
"cg15386434","chr1",1289835,"-","cg15386434",NA,NA,NA,NA,NA,NA,"chr1:1289707-1291126","Island","MXRA8","NM_032348","Body","","","TRUE","1:1279462-1280955","","","",-1.78699816204297,-2.59430108064117,-5.09686979033571,7.00226222298508e-06,0.00508842105696316,3.67268321033376
"cg07051221","chr12",53341805,"+","cg07051221",NA,NA,NA,NA,NA,NA,"chr12:53342805-53343162","N_Shore","KRT18;KRT18","NM_000224;NM_199187","TSS1500;TSS1500","","","","","","","",-0.550951066502574,2.29067835387273,-5.09580871612209,7.0269376712008e-06,0.00508842105696316,3.66950353569873
"cg16526732","chr12",95598159,"-","cg16526732",NA,NA,NA,NA,NA,NA,"","OpenSea","FGD6","NM_018351","Body","","","TRUE","","","","",0.641437987618147,1.36795946987274,5.09542704445294,7.03583450949282e-06,0.00508842105696316,3.66835982832877
"cg22897141","chr11",64577338,"-","cg22897141",NA,NA,NA,NA,NA,NA,"chr11:64577277-64578349","Island","MEN1;MEN1;MEN1;MEN1;MEN1;MEN1;MEN1","NM_130801;NM_130803;NM_130800;NM_130799;NM_000244;NM_130804;NM_130802","Body;Body;Body;Body;Body;Body;Body","","","","11:64333854-64334925","11:64577069-64577434","Unclassified_Cell_type_specific","",-1.41754291381355,-2.48020578742192,-5.09517313255973,7.04175941018916e-06,0.00508842105696316,3.66759897178299
"cg22857947","chr19",14225039,"-","cg22857947",NA,NA,NA,NA,NA,NA,"chr19:14228461-14229264","N_Shelf","PRKACA;PRKACA","NM_207518;NM_002730","TSS200;Body","","","","","","","",-1.09816353871651,3.96349534896224,-5.0942478465474,7.06339223666842e-06,0.00509372098654239,3.66482637973529
"cg13654962","chr9",127119208,"+","cg13654962","rs61166850",0.011436,NA,NA,NA,NA,"","OpenSea","LOC100129034;PSMB7","NR_027406;NM_002799","Body;Body","","","","9:126158979-126159100","","","",-1.01055222313944,2.33164594920208,-5.09234735474689,7.10803123537304e-06,0.00511555674231408,3.65913191962965
"cg13858394","chr12",52476073,"+","cg13858394",NA,NA,NA,NA,NA,NA,"chr12:52473350-52474178","S_Shore","","","","","","TRUE","","12:52475957-52477646","Unclassified","",-0.560230604392173,1.81558437267816,-5.09165256035449,7.12442016790265e-06,0.00511701423934371,3.65705020441809
"cg06902698","chr1",151137676,"-","cg06902698",NA,NA,NA,NA,NA,NA,"","OpenSea","SCNM1;LYSMD1;LYSMD1","NM_024041;NM_001136543;NM_212551","TSS1500;Body;1stExon","","RDMR","","","","","",-1.2566518280312,1.96413449821033,-5.08872724028495,7.19383379928158e-06,0.00515603900208387,3.64828608509606
"cg12061886","chr14",75746793,"-","cg12061886",NA,NA,NA,NA,NA,NA,"chr14:75743683-75746798","Island","FOS","NM_005252","Body","","","","","","","",-0.61283259271389,0.124736863601844,-5.08814617766635,7.20770094468068e-06,0.00515603900208387,3.64654536636577
"cg16620526","chr5",115298079,"-","cg16620526",NA,NA,NA,NA,NA,NA,"chr5:115297607-115298093","Island","LVRN","NM_173800","TSS200","","","TRUE","5:115324955-115327002","","","",-0.708705139018387,-2.40434936586521,-5.08658540268839,7.24508000275149e-06,0.00517239183483007,3.64186986627864
"cg19142026","chr7",27170394,"-","cg19142026",NA,NA,NA,NA,NA,NA,"chr7:27169572-27170638","Island","HOXA4;HOXA4","NM_002141;NM_002141","5'UTR;1stExon","","","TRUE","","7:27170014-27171090","Promoter_Associated","TRUE",-2.8058429835957,-1.78497248818474,-5.08539316439226,7.27376197932584e-06,0.00517326820349008,3.63829855408827
"cg03534375","chr3",57743163,"-","cg03534375",NA,NA,NA,NA,NA,NA,"chr3:57741925-57742990","S_Shore","SLMAP","NM_007159","TSS200","","","","3:57716912-57718238","","","",-0.904357752017198,0.142631518766752,-5.0853272541553,7.27535086793789e-06,0.00517326820349008,3.63810112684315
"cg14000467","chr19",13053719,"+","cg14000467",NA,NA,NA,NA,NA,NA,"chr19:13056458-13057125","N_Shelf","CALR","NM_004343","Body","","","","","","","",-0.940040654391889,1.8876090618006,-5.08471686489832,7.29008174238632e-06,0.00517341667393708,3.63627279330483
"cg01296889","chr3",54122032,"-","cg01296889",NA,NA,NA,NA,NA,NA,"chr3:54121624-54122147","Island","","","","","","","3:54096630-54097177","","","",-1.64378693203574,-3.23596118513785,-5.08202262857331,7.35545631195903e-06,0.00520485063118684,3.62820310987665
"cg16875104","chr7",30635889,"-","cg16875104",NA,NA,NA,NA,NA,NA,"chr7:30634124-30635058","S_Shore","GARS","NM_002047","Body","","DMR","","","","","",-1.09946565544457,-0.368020916413587,-5.08129101056006,7.37330854138813e-06,0.00520485063118684,3.62601193822758
"cg05877402","chr5",35230549,"-","cg05877402",NA,NA,NA,NA,NA,NA,"","OpenSea","PRLR;PRLR","NM_000949;NM_000949","1stExon;5'UTR","","","TRUE","5:35265822-35266314","","","TRUE",-0.770342160826206,-1.38605719127427,-5.08109054376806,7.37820760642074e-06,0.00520485063118684,3.62541155769287
"cg13747145","chr3",33261000,"+","cg13747145",NA,NA,NA,NA,NA,NA,"chr3:33259919-33260763","S_Shore","SUSD5","NM_015551","TSS1500","","RDMR","","","","","",0.500443068076456,2.58001865897275,5.07912280593532,7.42646684233554e-06,0.00522061312331851,3.61951860273763
"cg13759905","chr2",233741920,"+","cg13759905",NA,NA,NA,NA,NA,NA,"chr2:233740668-233741879","S_Shore","","","","","","","","2:233740704-233742472","Unclassified","TRUE",-1.00916697300373,-0.640088491904709,-5.0789848850178,7.42986106056923e-06,0.00522061312331851,3.61910557591491
"cg08732684","chr6",32095128,"+","cg08732684",NA,NA,NA,NA,NA,NA,"chr6:32097820-32098086","N_Shelf","ATF6B;ATF6B","NM_004381;NM_001136153","Body;Body","","RDMR","","","","","",-0.571377580487758,1.98031455714205,-5.07653404160076,7.49043235738658e-06,0.00525281314007319,3.61176649290844
"cg09743950","chr16",31341875,"-","cg09743950",NA,NA,NA,NA,NA,NA,"chr16:31342452-31343140","N_Shore","ITGAM;ITGAM","NM_001145808;NM_000632","Body;Body","","","TRUE","16:31248279-31249412","16:31341813-31341900","Unclassified_Cell_type_specific","",-0.882659857614679,1.90849556388164,-5.07440000655174,7.54357118844304e-06,0.00527968471125126,3.6053766681607
"cg03930209","chr7",156735466,"-","cg03930209",NA,NA,NA,NA,NA,NA,"chr7:156735245-156735665","Island","","","","","","","7:156428067-156428818","7:156735251-156735789","Unclassified_Cell_type_specific","",1.34231519004594,0.807926711758294,5.07366206183705,7.56203303014842e-06,0.00528222834671613,3.60316720459028
"cg17918556","chr2",169372300,"+","cg17918556",NA,NA,NA,NA,NA,NA,"","OpenSea","LASS6","NM_203463","Body","","","TRUE","","","","",-0.63739512250371,2.74406319884035,-5.07298035230166,7.57912765752224e-06,0.00528380886957732,3.60112617021954
"cg11478249","chr5",464910,"+","cg11478249",NA,NA,NA,NA,NA,NA,"chr5:464887-465666","Island","EXOC3","NM_007277","Body","","","","5:517564-519100","5:463881-464967","Unclassified_Cell_type_specific","",-0.958039514143131,1.58740754187159,-5.07122123111892,7.62341619951935e-06,0.00530430449999564,3.5958596236382
"cg05246522","chr17",25798973,"-","cg05246522",NA,NA,NA,NA,NA,NA,"","OpenSea","KSR1","NM_014238","TSS200","","","","","17:25798737-25799223","Unclassified","",0.778404346440717,1.22837308781863,5.07043463344968,7.64330264186777e-06,0.0053077745607255,3.59350478514297
"cg09596975","chr12",56364837,"+","cg09596975",NA,NA,NA,NA,NA,NA,"chr12:56367636-56368172","N_Shelf","CDK2;CDK2","NM_001798;NM_052827","Body;Body","","","","","","","",-0.589627526161276,2.87264206115474,-5.06955575601326,7.66558270426748e-06,0.00531289009821355,3.59087377471349
"cg01756700","chr8",101319770,"-","cg01756700","rs28461614",0.048033,NA,NA,NA,NA,"chr8:101321568-101322714","N_Shore","RNF19A","NM_183419","5'UTR","","","","","","","",1.34621078222788,3.05117517660293,5.06755136610904,7.71663554007999e-06,0.00533430223765954,3.58487376695283
"cg10582687","chr8",48091424,"-","cg10582687",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","","8:48210576-48210683","","","",-0.932015883729607,0.400462406927931,-5.06674262725239,7.73732953313289e-06,0.00533430223765954,3.5824529952798
"cg15798837","chr3",54122146,"+","cg15798837",NA,NA,NA,NA,NA,NA,"chr3:54121624-54122147","Island","","","","","","","","","","",-1.17145296812446,-0.331293352778924,-5.06658388760691,7.74139779328828e-06,0.00533430223765954,3.58197785414431
"cg08641867","chr1",84395855,"-","cg08641867",NA,NA,NA,NA,NA,NA,"","OpenSea","TTLL7","NM_024686","Body","","","","","1:84395660-84395977","Unclassified_Cell_type_specific","",1.53584127570166,3.7443797672159,5.06526389660609,7.77530915956562e-06,0.0053473262771225,3.57802695897007
"cg05098381","chr3",71301786,"-","cg05098381",NA,NA,NA,NA,NA,NA,"","OpenSea","FOXP1;FOXP1","NM_032682;NM_001012505","5'UTR;5'UTR","","","TRUE","","","","",-0.545150670128738,1.58935840154778,-5.0644595811177,7.79604443686965e-06,0.00534811825832971,3.57561964507106
"cg13533069","chr6",4022895,"-","cg13533069",NA,NA,NA,NA,NA,NA,"chr6:4021444-4022004","S_Shore","PRPF4B","NM_003913","Body","","","","","6:4022729-4022911","Promoter_Associated","",-0.663303700301381,-0.409101542129217,-5.06328362970773,7.82645887701422e-06,0.00534811825832971,3.57210016396959
"cg22103909","chr2",45182153,"-","cg22103909",NA,NA,NA,NA,NA,NA,"chr2:45181890-45183111","Island","","","","","DMR","TRUE","2:45035184-45036564","","","",-0.515310439744199,-3.14446901816575,-5.06299882474667,7.83384260193084e-06,0.00534811825832971,3.57124780166385
"cg26035489","chr22",30164162,"+","cg26035489",NA,NA,NA,NA,NA,NA,"chr22:30162836-30163532","S_Shore","ZMAT5;UCRC;UCRC;ZMAT5","NM_019103;NM_013387;NM_001003684;NM_001003692","TSS1500;Body;3'UTR;TSS1500","","","","","22:30162428-30164345","Promoter_Associated","",-0.508064322573403,-1.78546866739305,-5.06261838560783,7.84371643437681e-06,0.00534811825832971,3.57010924108107
"cg26066277","chr17",79792777,"-","cg26066277",NA,NA,NA,NA,NA,NA,"chr17:79790530-79791553","S_Shore","DYSFIP1","NM_001007533","1stExon","","","","17:77386039-77386324","","","",-1.65959820094298,4.5321620521962,-5.06231792904931,7.851523106588e-06,0.00534811825832971,3.56921006079926
"cg20247911","chr2",2124618,"+","cg20247911",NA,NA,NA,NA,NA,NA,"","OpenSea","MYT1L","NM_015025","5'UTR","","","","2:2103540-2103857","2:2124367-2124940","Unclassified","TRUE",1.08808031367034,0.263681238975952,5.06115481637384,7.88181636326994e-06,0.00535655973902514,3.56572929941883
"cg23060513","chr19",13041124,"+","cg23060513",NA,NA,NA,NA,NA,NA,"chr19:13044191-13044665","N_Shelf","FARSA","NM_004461","Body","","","","","","","",-1.39032513753417,1.69190367321848,-5.05985369996319,7.91584079078507e-06,0.00535655973902514,3.5618357352211
"cg17068070","chr7",139227165,"+","cg17068070","rs113339151",0.031565,NA,NA,NA,NA,"","OpenSea","CLEC2L","NM_001080511","Body","","","TRUE","7:138877299-138877870","","","",-0.533188012952504,2.13373559062174,-5.0597960649208,7.91735130942646e-06,0.00535655973902514,3.56166326820183
"cg25049162","chr3",42700354,"+","cg25049162",NA,NA,NA,NA,NA,NA,"chr3:42700092-42700355","Island","ZBTB47","NM_145166","Body","","","","3:42674832-42675359","","","",-0.566593814554393,2.18837798528227,-5.05954019632413,7.92406063935283e-06,0.00535655973902514,3.56089761215579
"cg14865868","chr2",12856040,"-","cg14865868",NA,NA,NA,NA,NA,NA,"chr2:12856625-12859019","N_Shore","TRIB2;TRIB2","NM_021643;NR_027303","TSS1500;TSS1500","","","","","2:12855563-12856525","Promoter_Associated","",-0.673761330580808,-1.71995214168365,-5.05801777218599,7.96409761945188e-06,0.00536469789732152,3.55634210222597
"cg21134601","chr3",194125613,"-","cg21134601",NA,NA,NA,NA,NA,NA,"","OpenSea","ATP13A3","NM_024524","3'UTR","","","","","3:194125266-194125864","Gene_Associated_Cell_type_specific","",-1.07748907477007,-2.83103357947846,-5.0574724003308,7.97848847451076e-06,0.00536469789732152,3.554710267606
"cg23689428","chr2",121223964,"-","cg23689428",NA,NA,NA,NA,NA,NA,"","OpenSea","LOC84931","NR_027181","TSS200","","","TRUE","","","","",1.47727524109144,2.3709773351477,5.05647733766641,8.00481166049781e-06,0.00536469789732152,3.55173298205895
"cg00745555","chr10",135050896,"+","cg00745555",NA,NA,NA,NA,NA,NA,"chr10:135048797-135052077","Island","VENTX","NM_014468","TSS1500","","","","10:134898799-134902145","","","",-1.35531101148874,-5.35147235222462,-5.05639301632892,8.00704621971892e-06,0.00536469789732152,3.55148069314074
"cg10133500","chr3",50396252,"+","cg10133500",NA,NA,NA,NA,NA,NA,"chr3:50396347-50397175","N_Shore","TMEM115","NM_007024","1stExon","","","","3:50370718-50372179","3:50396102-50396272","Promoter_Associated_Cell_type_specific","",-0.718212187539617,-0.696763531500451,-5.05622899506269,8.01139463395991e-06,0.00536469789732152,3.55098994496789
"cg13691961","chr12",89743281,"+","cg13691961",NA,NA,NA,NA,NA,NA,"chr12:89745168-89748144","N_Shore","DUSP6;DUSP6","NM_001946;NM_022652","Body;Body","","RDMR","","","","","",-1.23434709972214,1.54992261343489,-5.05366820707981,8.07958775867509e-06,0.00539788137263751,3.54332853924333
"cg20715953","chr6",27802817,"-","cg20715953",NA,NA,NA,NA,NA,NA,"chr6:27805843-27806853","N_Shelf","","","","","","","","","","",-0.764082663913754,2.06808586411967,-5.05323226992285,8.09125364001861e-06,0.00539788137263751,3.5420243739585
"cg00642460","chr5",176827697,"-","cg00642460",NA,NA,NA,NA,NA,NA,"chr5:176827081-176827754","Island","PFN3","NM_001029886","TSS200","","","","5:176759712-176760347","","","",-2.06114400579002,-2.5229654045052,-5.0520657881066,8.12255113934855e-06,0.00540003334395704,3.53853479727436
"cg27520104","chr10",3172590,"-","cg27520104","rs4881101",0.211821,NA,NA,NA,NA,"","OpenSea","PFKP","NM_002627","Body","","","","10:3162479-3162601","","","",-1.40143180272094,3.63233087075992,-5.0519822993929,8.12479577919963e-06,0.00540003334395704,3.5382850437447
"cg02715602","chr19",4544446,"+","cg02715602",NA,NA,NA,NA,NA,NA,"chr19:4543407-4544578","Island","SEMA6B","NM_032108","Body","","","","19:4494389-4495533","","","",-1.901804500617,2.53755703336684,-5.05035707238857,8.16861317753819e-06,0.0054190458127227,3.53342340185967
"cg19563270","chr19",11546999,"-","cg19563270",NA,NA,NA,NA,NA,NA,"chr19:11545948-11546544","S_Shore","PRKCSH;CCDC151;PRKCSH","NM_001001329;NM_145045;NM_002743","Body;TSS1500;Body","","","","19:11406917-11408000","19:11545388-11547026","Promoter_Associated","",-0.599300311205422,-2.20984782423382,-5.04903807261823,8.20434600038563e-06,0.00543263427677951,3.52947803039932
"cg17108958","chr1",221129545,"-","cg17108958",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",0.797053819958391,2.70443931453864,5.04834287708408,8.22324153579927e-06,0.00543504393491802,3.52739865689475
"cg16620608","chr7",100841473,"-","cg16620608",NA,NA,NA,NA,NA,NA,"chr7:100845050-100845726","N_Shelf","MOGAT3","NM_178176","Body","","","","7:100628181-100628302","","","",0.856689408919272,1.45995987170247,5.04665897478594,8.26918866388096e-06,0.00545529095474865,3.52236224144723
"cg25792351","chr2",43414162,"+","cg25792351",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",-0.78761453074255,2.59484807863514,-5.04324929571534,8.36300359938418e-06,0.00550698376573497,3.5121652192543
"cg26242024","chr15",101629063,"-","cg26242024",NA,NA,NA,NA,NA,NA,"chr15:101629128-101629458","N_Shore","","","","","","TRUE","","15:101628347-101630237","Unclassified","",0.81551624681565,-3.19320166645707,5.04238390962459,8.3869809010189e-06,0.0055076992393759,3.50957741107268
"cg11864309","chr17",53923100,"+","cg11864309","rs117517869",0.013021,NA,NA,NA,NA,"chr17:53922734-53923139","Island","","","","","","","","","","TRUE",-0.715727347609034,-2.74175213127966,-5.04209463508316,8.39501098115374e-06,0.0055076992393759,3.5087123989649
"cg07284273","chr1",1290212,"-","cg07284273",NA,NA,NA,NA,NA,NA,"chr1:1289707-1291126","Island","MXRA8","NM_032348","Body","","","TRUE","1:1279462-1280955","1:1289971-1290347","Unclassified_Cell_type_specific","",-1.10623294810242,-2.77249696698317,-5.04080215039908,8.43098242040453e-06,0.00552113112565627,3.50484763127629
"cg11570656","chr13",45149702,"+","cg11570656",NA,NA,NA,NA,NA,NA,"chr13:45149970-45152288","N_Shore","TSC22D1","NM_183422","1stExon","low-CpG:44047650-44047713","","","","","","",-0.527169326747398,-0.507794587191215,-5.03935870417346,8.47133529213716e-06,0.00553562193979974,3.50053170140636
"cg03801691","chr3",11599816,"+","cg03801691",NA,NA,NA,NA,NA,NA,"","OpenSea","VGLL4;VGLL4;VGLL4;VGLL4","NM_014667;NM_001128220;NM_001128219;NM_001128221","3'UTR;3'UTR;3'UTR;3'UTR","","","","3:11574612-11574817","","","TRUE",-0.748894314707373,2.6010451714638,-5.03890037852165,8.48418807037477e-06,0.00553562193979974,3.49916135274915
"cg25141766","chr17",79826316,"+","cg25141766",NA,NA,NA,NA,NA,NA,"chr17:79826700-79827675","N_Shore","ARHGDIA","NM_004309","3'UTR","","","TRUE","17:77419555-77423406","","","",-1.37665537864227,4.19645111977891,-5.03804818189642,8.50813735665163e-06,0.00554109943806281,3.49661343681179
"cg15166296","chr12",81101022,"+","cg15166296",NA,NA,NA,NA,NA,NA,"chr12:81102034-81102716","N_Shore","MYF6","NM_002469","TSS1500","","","","","","","",0.939485911782027,1.47996537075669,5.03498529893427,8.59476617168429e-06,0.00558730378618918,3.48745669672186
"cg21719817","chr6",15518131,"-","cg21719817",NA,NA,NA,NA,NA,NA,"chr6:15517282-15517557","S_Shore","JARID2","NM_004973","Body","","","","","6:15518085-15518161","Gene_Associated_Cell_type_specific","",-0.871052808301403,1.13506276904829,-5.03273958929452,8.65883554571195e-06,0.00561870103639737,3.48074369460912
"cg06155303","chr1",29460817,"-","cg06155303",NA,NA,NA,NA,NA,NA,"chr1:29460810-29461172","Island","","","","","","","1:29333234-29333816","1:29460788-29461077","Unclassified_Cell_type_specific","TRUE",1.20082687309694,1.80193609480045,5.03181410371718,8.68537640735749e-06,0.00562063482714444,3.47797736129629
